time,latitude,longitude,sea_surface_temperature,sea_surface_temperature_anomaly
2004-03-16 00:00:00+00:00,31.374998,-80.924995,15.21,-1.91
2004-03-16 00:00:00+00:00,31.374998,-80.875,15.36,-1.81
2004-03-16 00:00:00+00:00,31.374998,-80.825,15.55,-1.7
2004-04-15 23:00:00+00:00,31.374998,-80.924995,18.58,-0.51
2004-04-15 23:00:00+00:00,31.425001,-80.825,18.5,-0.56
2004-04-15 23:00:00+00:00,31.374998,-80.875,18.54,-0.56
2004-04-15 23:00:00+00:00,31.425001,-80.924995,18.58,-0.47
2004-04-15 23:00:00+00:00,31.425001,-80.875,18.53,-0.52
2004-04-15 23:00:00+00:00,31.374998,-80.825,18.53,-0.58
2004-05-15 23:00:00+00:00,31.374998,-80.875,23.48,0.75
2004-05-15 23:00:00+00:00,31.374998,-80.825,23.37,0.66
2004-05-15 23:00:00+00:00,31.374998,-80.924995,23.62,0.84
2004-05-15 23:00:00+00:00,31.425001,-80.924995,23.65,0.88
2004-05-15 23:00:00+00:00,31.425001,-80.875,23.5,0.77
2004-05-15 23:00:00+00:00,31.425001,-80.825,23.38,0.68
2004-06-15 23:00:00+00:00,31.425001,-80.924995,26.64,0.61
2004-06-15 23:00:00+00:00,31.425001,-80.875,26.48,0.5
2004-06-15 23:00:00+00:00,31.425001,-80.825,26.34,0.41
2004-06-15 23:00:00+00:00,31.374998,-80.924995,26.53,0.51
2004-06-15 23:00:00+00:00,31.374998,-80.875,26.38,0.41
2004-06-15 23:00:00+00:00,31.374998,-80.825,26.25,0.32
2004-07-15 23:00:00+00:00,31.374998,-80.825,26.91,-0.83
2004-07-15 23:00:00+00:00,31.374998,-80.875,26.91,-0.87
2004-07-15 23:00:00+00:00,31.374998,-80.924995,26.93,-0.89
2004-07-15 23:00:00+00:00,31.425001,-80.875,26.98,-0.83
2004-07-15 23:00:00+00:00,31.425001,-80.924995,27.02,-0.83
2004-07-15 23:00:00+00:00,31.425001,-80.825,26.96,-0.79
2004-08-15 23:00:00+00:00,31.425001,-80.924995,27.87,-0.33
2004-08-15 23:00:00+00:00,31.425001,-80.875,27.81,-0.36
2004-08-15 23:00:00+00:00,31.425001,-80.825,27.75,-0.37
2004-08-15 23:00:00+00:00,31.374998,-80.924995,27.84,-0.35
2004-08-15 23:00:00+00:00,31.374998,-80.875,27.77,-0.38
2004-08-15 23:00:00+00:00,31.374998,-80.825,27.7,-0.39
2004-09-15 23:00:00+00:00,31.374998,-80.825,26.94,-0.18
2004-09-15 23:00:00+00:00,31.425001,-80.825,26.91,-0.19
2004-09-15 23:00:00+00:00,31.374998,-80.875,26.91,-0.19
2004-09-15 23:00:00+00:00,31.374998,-80.924995,26.86,-0.22
2004-09-15 23:00:00+00:00,31.425001,-80.924995,26.82,-0.24
2004-09-15 23:00:00+00:00,31.425001,-80.875,26.87,-0.21
2004-10-15 23:00:00+00:00,31.425001,-80.924995,24.64,0.7
2004-10-15 23:00:00+00:00,31.425001,-80.875,24.69,0.66
2004-10-15 23:00:00+00:00,31.425001,-80.825,24.73,0.65
2004-10-15 23:00:00+00:00,31.374998,-80.924995,24.69,0.66
2004-10-15 23:00:00+00:00,31.374998,-80.875,24.72,0.65
2004-10-15 23:00:00+00:00,31.374998,-80.825,24.76,0.62
2004-11-16 00:00:00+00:00,31.374998,-80.825,21.9,0.72
2004-11-16 00:00:00+00:00,31.374998,-80.875,21.8,0.7
2004-11-16 00:00:00+00:00,31.374998,-80.924995,21.69,0.65
2004-11-16 00:00:00+00:00,31.425001,-80.825,21.81,0.71
2004-11-16 00:00:00+00:00,31.425001,-80.924995,21.58,0.61
2004-11-16 00:00:00+00:00,31.425001,-80.875,21.7,0.66
2004-12-16 00:00:00+00:00,31.425001,-80.924995,17.14,-1.82
2004-12-16 00:00:00+00:00,31.425001,-80.875,17.38,-1.62
2004-12-16 00:00:00+00:00,31.425001,-80.825,17.6,-1.44
2004-12-16 00:00:00+00:00,31.374998,-80.924995,17.33,-1.7
2004-12-16 00:00:00+00:00,31.374998,-80.875,17.57,-1.49
2004-12-16 00:00:00+00:00,31.374998,-80.825,17.8,-1.31
2005-01-16 00:00:00+00:00,31.374998,-80.825,15.58,-2.84
2005-01-16 00:00:00+00:00,31.374998,-80.875,15.46,-2.97
2005-01-16 00:00:00+00:00,31.374998,-80.924995,15.38,-3.08
2005-01-16 00:00:00+00:00,31.425001,-80.825,15.45,-2.91
2005-01-16 00:00:00+00:00,31.425001,-80.924995,15.28,-3.14
2005-01-16 00:00:00+00:00,31.425001,-80.875,15.34,-3.04
2005-02-16 00:00:00+00:00,31.425001,-80.924995,13.56,-4.0
2005-02-16 00:00:00+00:00,31.425001,-80.875,13.77,-3.82
2005-02-16 00:00:00+00:00,31.425001,-80.825,14.04,-3.61
2005-02-16 00:00:00+00:00,31.374998,-80.924995,13.63,-4.02
2005-02-16 00:00:00+00:00,31.374998,-80.875,13.86,-3.83
2005-02-16 00:00:00+00:00,31.374998,-80.825,14.15,-3.59
2005-03-16 00:00:00+00:00,31.374998,-80.825,14.63,-2.62
2005-03-16 00:00:00+00:00,31.425001,-80.825,14.54,-2.65
2005-03-16 00:00:00+00:00,31.374998,-80.875,14.54,-2.64
2005-03-16 00:00:00+00:00,31.425001,-80.924995,14.41,-2.64
2005-03-16 00:00:00+00:00,31.425001,-80.875,14.46,-2.66
2005-03-16 00:00:00+00:00,31.374998,-80.924995,14.48,-2.65
2005-04-15 23:00:00+00:00,31.425001,-80.924995,17.78,-1.27
2005-04-15 23:00:00+00:00,31.425001,-80.875,17.73,-1.33
2005-04-15 23:00:00+00:00,31.425001,-80.825,17.68,-1.38
2005-04-15 23:00:00+00:00,31.374998,-80.924995,17.84,-1.25
2005-04-15 23:00:00+00:00,31.374998,-80.875,17.78,-1.32
2005-04-15 23:00:00+00:00,31.374998,-80.825,17.74,-1.37
2005-05-15 23:00:00+00:00,31.374998,-80.924995,21.94,-0.84
2005-05-15 23:00:00+00:00,31.374998,-80.825,21.8,-0.91
2005-05-15 23:00:00+00:00,31.374998,-80.875,21.88,-0.85
2005-05-15 23:00:00+00:00,31.425001,-80.825,21.8,-0.89
2005-05-15 23:00:00+00:00,31.425001,-80.924995,21.93,-0.84
2005-05-15 23:00:00+00:00,31.425001,-80.875,21.87,-0.85
2005-06-15 23:00:00+00:00,31.425001,-80.924995,26.08,0.06
2005-06-15 23:00:00+00:00,31.425001,-80.875,26.0,0.02
2005-06-15 23:00:00+00:00,31.425001,-80.825,25.93,0.0
2005-06-15 23:00:00+00:00,31.374998,-80.924995,26.05,0.02
2005-06-15 23:00:00+00:00,31.374998,-80.875,25.96,-0.01
2005-06-15 23:00:00+00:00,31.374998,-80.825,25.9,-0.03
2005-07-15 23:00:00+00:00,31.374998,-80.825,28.78,1.04
