time,kd_490,kd_490_anomaly
2020-04-01 12:00:00,0.4403249999999999,0.16550961538461534
2020-05-01 12:00:00,0.5454,0.3118653846153846
2020-06-01 12:00:00,0.404325,0.23845961538461538
2020-07-01 12:00:00,0.200975,0.04966538461538461
2020-08-01 12:00:00,0.1158,-0.048926923076923076
2020-09-01 12:00:00,0.215275,0.009755769230769235
2020-10-01 12:00:00,0.160725,-0.0193384615384615
2020-11-01 12:00:00,0.19185,-0.025959615384615387
2020-12-01 12:00:00,0.171575,-0.08962307692307694
2021-01-01 12:00:00,0.20215,-0.03079464285714284
2021-02-01 12:00:00,0.29355,0.03558269230769229
2021-03-01 12:00:00,0.343425,0.059215384615384614
2021-04-01 12:00:00,0.418575,0.1437596153846154
2021-05-01 12:00:00,0.230575,-0.002959615384615366
2021-06-01 12:00:00,0.13165,-0.03421538461538462
2021-07-01 12:00:00,0.177375,0.02606538461538463
2021-08-01 12:00:00,0.4057,0.24097307692307693
2021-09-01 12:00:00,0.310375,0.10485576923076925
2021-10-01 12:00:00,0.186575,0.006511538461538485
2021-11-01 12:00:00,0.1198,-0.09800961538461538
2021-12-01 12:00:00,0.1262,-0.13499807692307694
2022-01-01 12:00:00,0.146625,-0.08631964285714283
2022-02-01 12:00:00,0.179675,-0.07829230769230769
2022-03-01 12:00:00,0.178025,-0.10618461538461538
2022-04-01 12:00:00,0.439,0.16418461538461543
2022-05-01 12:00:00,0.344475,0.11094038461538461
2022-06-01 12:00:00,0.13695,-0.02891538461538462
2022-07-01 12:00:00,0.14525,-0.0060596153846153855
2022-08-01 12:00:00,0.09875,-0.06597692307692307
2022-09-01 12:00:00,0.18065,-0.024869230769230755
2022-10-01 12:00:00,0.121175,-0.0588884615384615
2022-11-01 12:00:00,0.111375,-0.10643461538461538
2022-12-01 12:00:00,0.1054,-0.15579807692307696
2023-01-01 12:00:00,0.135,-0.09794464285714283
2023-02-01 12:00:00,0.2458,-0.0121673076923077
2023-03-01 12:00:00,0.211475,-0.07273461538461537
2023-04-01 12:00:00,0.20645,-0.06836538461538458
2023-05-01 12:00:00,0.1749,-0.05863461538461537
2023-06-01 12:00:00,0.110375,-0.05549038461538461
2023-07-01 12:00:00,0.109375,-0.041934615384615376
2023-08-01 12:00:00,0.097675,-0.06705192307692308
2023-09-01 12:00:00,0.145525,-0.05999423076923077
2023-10-01 12:00:00,0.14375,-0.03631346153846152
2023-11-01 12:00:00,0.1396,-0.07820961538461538
2023-12-01 12:00:00,0.109575,-0.15162307692307694
2024-01-01 12:00:00,0.191425,-0.041519642857142824
2024-02-01 12:00:00,0.125,-0.1329673076923077
2024-03-01 12:00:00,0.286925,0.0027153846153846195
2024-04-01 12:00:00,0.300975,0.02615961538461542
2024-05-01 12:00:00,0.1982,-0.03533461538461538
2024-06-01 12:00:00,0.1516,-0.014265384615384596
2024-07-01 12:00:00,0.127775,-0.023534615384615376
2024-08-01 12:00:00,0.282825,0.11809807692307692
2024-09-01 12:00:00,0.20565,0.00013076923076923985
2024-10-01 12:00:00,0.273825,0.09376153846153848
2024-11-01 12:00:00,0.3141,0.09629038461538461
2024-12-01 12:00:00,0.3788249999999999,0.11762692307692296
2025-01-01 12:00:00,0.1873749999999999,-0.045569642857142934
